4.92, 36.2
9.97, 28.2
15.0, 22.3
19.8, 19.7
25.0, 19.6
30.2, 19.7
40.1, 20.8
50.0, 20.4
60.1, 20.2
80.0, 20.3
100, 19.6
120, 18.7
160, 16.3
200, 14.0
210, 12.7
