10.7, -0.0267
15.1, 0.121
20.4, 0.303
25.2, 0.401
30.4, 0.476
40.5, 0.556
50.3, 0.603
60.2, 0.631
70.3, 0.643
80.4, 0.657
100, 0.673
120, 0.680
160, 0.680
200, 0.683
241, 0.698
260, 0.708
280, 0.712
300, 0.710
320, 0.712
