4.56, 0.979
9.83, 0.978
14.7, 0.978
19.7, 0.979
24.7, 0.972
29.8, 0.970
39.8, 0.974
50.0, 0.977
59.6, 0.983
79.7, 0.975
99.8, 0.977
120, 0.976
160, 0.978
200, 0.975
220, 0.974
