5.18, 0.571
10.1, 0.569
15.0, 0.569
20.2, 0.570
25.1, 0.572
30.2, 0.575
40.1, 0.576
50.2, 0.569
60.2, 0.572
80.2, 0.570
100, 0.575
120, 0.561
160, 0.571
200, 0.571
210, 0.572
