RPM,600,633.67,667.35,701.02,734.69,768.37,802.04,835.71,869.39,903.06,936.73,970.41,1004.08,1037.75,1071.43,1105.1,1138.77,1172.45,1206.12,1239.79,1273.47,1307.14,1340.82,1374.49,1408.16,1441.84,1475.51,1509.18,1542.86,1576.53,1610.2,1643.87,1677.55,1711.22,1744.9,1778.57,1812.24,1845.92,1879.59,1913.26,1946.94,1980.61,2014.28,2047.96,2081.63,2115.31,2148.98,2182.65,2216.33,2250
Torque,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414,-429.414
,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061,-377.7933061
,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122,-326.1726122
,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184,-274.5519184
,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245,-222.9312245
,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306,-171.3105306
,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367,-119.6898367
,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286,-68.06914286
,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898,-16.44844898
,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,35.1722449,0
,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,86.79293878,
,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,138.4136327,
,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,190.0343265,
,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,241.6550204,204.2857143,
