EC3_EEC_COL.TXT EcoCAR3 Emissions and Energy Consumption Cycle
Test Time, secs Target Speed, mph
394	35.4
395	35.7
396	35.4
397	35.4
398	35.3
399	35.2
400	35.3
401	35.1
402	35.1
403	35
404	35
405	35.1
406	35
407	35.1
408	35.4
409	35
410	35
411	35
412	35.1
413	35.1
414	35.1
415	35.2
416	35.1
417	35.1
418	35
419	35.1
420	35.1
421	35.1
422	35
423	35
424	35.1
425	35.1
426	35.1
427	35.2
428	35
429	34.9
430	34.9
431	35
432	35.1
433	33.4
434	30.2
435	25.7
436	21
437	16
438	9.4
439	2.7
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	3.9
453	7.8
454	11.8
455	14.6
456	19
457	22.5
458	25.7
459	29
460	31.2
461	33.7
462	35.6
463	35.7
464	35.8
465	35.5
466	35.3
467	35
468	35.1
469	35
470	35
471	35.1
472	34.9
473	35.1
474	35.1
475	34.9
476	31.6
477	26.6
478	21.8
479	16.8
480	11.1
481	5.8
482	1
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	5.2
496	9.9
497	14
498	17.8
499	21.5
500	24.6
501	28.1
502	30.6
503	33.3
504	36
505	38.9
506	41.4
507	43.9
508	45.1
509	45.6
510	45.6
511	45.5
512	45.2
513	45.1
514	45.1
515	45
516	45
517	43.6
518	40.2
519	35.3
520	30.4
521	25.3
522	19.7
523	14.5
524	9.3
525	4.2
526	0.3
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	3.1
539	8.5
540	13.1
541	16.1
542	19.3
543	23
544	25.9
545	28
546	30.7
547	33.4
548	34.9
549	34.8
550	34.5
551	34.6
552	34.6
553	34.5
554	34.5
555	34.4
556	34.4
557	34.4
558	34.3
559	34.3
560	34.5
561	34.2
562	31.5
563	26.7
564	20.4
565	13.5
566	6.5
567	1.3
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	2.4
580	6.6
581	11.5
582	15.8
583	20
584	23.6
585	27
586	30.1
587	32.7
588	35.5
589	38.2
590	41.1
591	43.8
592	45.8
593	45.8
594	45.8
595	45.8
596	45.8
597	45.9
598	45.9
599	45.9
600	45.9
601	45.8
602	45.8
603	45.7
604	45.7
605	45.7
606	45.5
607	45.5
608	45.4
609	45.3
610	45.4
611	45.3
612	45.2
613	45.3
614	45.2
615	45.1
616	45.3
617	45
618	45.1
619	45
620	45
621	45.1
622	45.1
623	45
624	45
625	45
626	45
627	45
628	45.1
629	45.1
630	45
631	44.9
632	45
633	45
634	45
635	45
636	45.1
637	45.1
638	44.7
639	45.2
640	45.3
641	45.3
642	42.2
643	37.3
644	32.1
645	25.9
646	19.9
647	13.9
648	7.5
649	2
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	3.5
662	8.1
663	11.9
664	14.6
665	18.3
666	21.3
667	24.4
668	27.2
669	30.2
670	32.6
671	35.2
672	37.9
673	40.3
674	42.5
675	44.6
676	46.6
677	48.1
678	49.9
679	51.3
680	52.8
681	53.8
682	54.5
683	54.8
684	54.6
685	54.5
686	54.5
687	54.6
688	54.6
689	54.8
690	54.8
691	54.9
692	55
693	55
694	55.1
695	55.1
696	55.1
697	55.2
698	55.1
699	55
700	55.1
701	55.1
702	55.2
703	55.1
704	55
705	55
706	55.1
707	55.2
708	55.2
709	55.2
710	55.2
711	55.2
712	55.2
713	55.4
714	55.3
715	55.3
716	55.2
717	55.2
718	55.2
719	55.1
720	55.3
721	55.3
722	55.3
723	55.4
724	55.2
725	55.2
726	55.3
727	55.4
728	55.3
729	53.7
730	49.1
731	43.5
732	37.4
733	30.5
734	24.3
735	17.9
736	11.5
737	5.2
738	0.4
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	4.7
752	9.1
753	12.5
754	15.3
755	18.6
756	22
757	24.8
758	26.8
759	29.4
760	31.9
761	34.1
762	36.1
763	38
764	39.7
765	41.3
766	42.6
767	44.4
768	46.2
769	47.9
770	49.4
771	50.9
772	52.4
773	53.5
774	54.8
775	56.1
776	57.4
777	58.4
778	59.6
779	59.9
780	60.1
781	59.8
782	59.6
783	59.6
784	59.7
785	59.6
786	59.5
787	59.8
788	60
789	59.8
790	60.1
791	60.1
792	60.2
793	60.2
794	60
795	60.2
796	60.2
797	60.4
798	60.2
799	60.2
800	60.4
801	60.2
802	60.4
803	60.2
804	60.3
805	60.3
806	60.3
807	60.2
808	60.3
809	60.3
810	60.2
811	60.2
812	60.2
813	60.2
814	60
815	60.2
816	60.2
817	60
818	60.2
819	60.1
820	60.1
821	60.2
822	60.1
823	60
824	59.8
825	60
826	60.1
827	60.1
828	60.1
829	60
830	60.1
831	60.2
832	60.1
833	60.2
834	60.1
835	60.2
836	60.3
837	60.1
838	60.2
839	60.1
840	60.3
841	60.1
842	60.2
843	60.1
844	60.1
845	60.2
846	60.2
847	60.1
848	60.2
849	60.3
850	60.3
851	60.4
852	60.2
853	60.3
854	60.2
855	60.2
856	60.4
857	60.2
858	60.1
859	60.2
860	60
861	60.2
862	60.2
863	60.1
864	60
865	59.9
866	60.1
867	60.1
868	60
869	60.2
870	60
871	60.2
872	60.1
873	60.1
874	60.3
875	60.1
876	60.3
877	60.2
878	60
879	60.3
880	60.3
881	60.3
882	60.1
883	60.2
884	60
885	60.1
886	60.1
887	60
888	60.1
889	60
890	60.1
891	60.1
892	60.1
893	60.1
894	60.2
895	60.2
896	60.1
897	60.1
898	60.3
899	61.8
900	62.9
901	63.7
902	65
903	65.9
904	66.9
905	68
906	69.2
907	70.2
908	70.2
909	70.3
910	70.1
911	70
912	69.7
913	69.9
914	70.1
915	70.1
916	69.9
917	69.9
918	69.9
919	69.9
920	70
921	70.1
922	70
923	70
924	70
925	70.2
926	70.3
927	70.2
928	70.1
929	70.2
930	70
931	70.1
932	70.1
933	70.1
934	70.3
935	70.2
936	70.2
937	70.2
938	70.1
939	70.3
940	70.1
941	70.2
942	70.2
943	70
944	70.1
945	70.3
946	70.2
947	69.9
948	69.8
949	70.1
950	69.9
951	69.9
952	70
953	70.1
954	70.1
955	70.3
956	70
957	70
958	70.1
959	70.1
960	70.2
961	70.4
962	70.3
963	70.2
964	70.4
965	70.4
966	70.2
967	69.9
968	70
969	70
970	70.1
971	70.1
972	70
973	70.1
974	70
975	70.1
976	70.1
977	70.2
978	70.1
979	70.2
980	70.2
981	70.1
982	70.2
983	70.2
984	70.2
985	70.2
986	70.4
987	70.5
988	70.3
989	70.1
990	70.1
991	70.1
992	70.4
993	70.2
994	70
995	70.3
996	70.5
997	70.3
998	70.4
999	70.3
1000	70.1
1001	70.1
1002	70.2
1003	70.1
1004	70
1005	70.1
1006	70.1
1007	70
1008	70.1
1009	70.1
1010	70.1
1011	70.1
1012	70.1
1013	70.1
1014	70.2
1015	70.2
1016	70.1
1017	70.2
1018	70
1019	70.1
1020	70
1021	70.2
1022	70.2
1023	70.3
1024	70.3
1025	70.2
1026	70.2
1027	70.2
1028	70.5
1029	70.5
1030	70.4
1031	70.1
1032	70.3
1033	70.3
1034	70.3
1035	70.3
1036	70.5
1037	70.4
1038	70.2
1039	70.4
1040	70.4
1041	70.4
1042	70.3
1043	70.2
1044	70.2
1045	70.3
1046	70.5
1047	70.4
1048	70.4
1049	70.3
1050	70.2
1051	70.2
1052	70.3
1053	70.4
1054	70.4
1055	70.3
1056	70.3
1057	70.4
1058	70.3
1059	70.3
1060	70.4
1061	70.4
1062	70.4
1063	70.4
1064	70.5
1065	70.3
1066	70.3
1067	70.3
1068	70.2
1069	70.2
1070	70.1
1071	69.1
1072	67.3
1073	65.3
1074	63.3
1075	61.4
1076	60.3
1077	60.1
1078	60.2
1079	60.2
1080	60.1
1081	60.1
1082	60.3
1083	60.3
1084	60.1
1085	60.3
1086	60.2
1087	60.2
1088	60.2
1089	60.1
1090	60.2
1091	60.2
1092	60.3
1093	60.1
1094	60.2
1095	60.1
1096	60.2
1097	60.2
1098	60.2
1099	60.1
1100	60.2
1101	60.2
1102	60.1
1103	60.1
1104	60.1
1105	59.9
1106	60.1
1107	60
1108	60
1109	60.2
1110	60
1111	60.1
1112	60.1
1113	60
1114	60
1115	60.2
1116	60
1117	60
1118	60.2
1119	60.2
1120	60.2
1121	60.2
1122	60.2
1123	60.3
1124	60.2
1125	60.1
1126	60.2
1127	60.1
1128	60.2
1129	60.2
1130	60.2
1131	60.1
1132	60.2
1133	60.1
1134	60.1
1135	60
1136	60.3
1137	60.2
1138	60.1
1139	60.3
1140	60.1
1141	60
1142	60.1
1143	60.2
1144	59.9
1145	60.1
1146	60
1147	60
1148	59.9
1149	60
1150	60
1151	60.1
1152	60.1
1153	60.2
1154	60.2
1155	60
1156	60
1157	59.9
1158	59.8
1159	60.1
1160	60.1
1161	60.2
1162	60.1
1163	60
1164	60.1
1165	60.1
1166	60.1
1167	60.1
1168	60.1
1169	59.9
1170	60
1171	60.1
1172	59.9
1173	60.1
1174	60.2
1175	60.2
1176	60.2
1177	60.1
1178	60.1
1179	60.2
1180	60.1
1181	60.2
1182	60.1
1183	60.2
1184	60.1
1185	60.3
1186	60.1
1187	60.1
1188	60.2
1189	59.3
1190	57.5
1191	55.8
1192	54
1193	52.2
1194	50.7
1195	49.1
1196	47.4
1197	46.1
1198	44.4
1199	42.8
1200	41.3
1201	39.6
1202	38.1
1203	36.5
1204	35
1205	33.7
1206	32.2
1207	31.5
1208	30.7
1209	29.8
1210	29.7
1211	29.7
1212	29.7
1213	29.3
1214	29.2
1215	29.1
1216	29
1217	28.9
1218	29
1219	29
1220	29
1221	29.1
1222	29.3
1223	29.2
1224	29.2
1225	29.3
1226	29.3
1227	29.7
1228	29.8
1229	30
1230	30.1
1231	30.2
1232	30.1
1233	30.2
1234	30.1
1235	30
1236	30
1237	30
1238	29.8
1239	29.8
1240	29.8
1241	29.6
1242	29.6
1243	29.6
1244	29.6
1245	29.4
1246	29.5
1247	29.2
1248	27.6
1249	24.2
1250	22.7
1251	21.6
1252	20.6
1253	20
1254	17.1
1255	12.1
1256	6.8
1257	1
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	3.9
1265	7.9
1266	10
1267	11.8
1268	13.6
1269	15.2
1270	15.9
1271	15.4
1272	15
1273	14.5
1274	12.7
1275	9.8
1276	8.2
1277	8.2
1278	8.6
1279	8.1
1280	8
1281	8
1282	8.6
1283	9.6
1284	9.7
1285	9.5
1286	9.3
1287	8.8
1288	6.6
1289	3
1290	0
