"Time (seconds)","Speed (mph)"
5062,0
5063,0
5064,1.60888544
5065,2.79743321
5066,4.058867885
5067,5.31799421
5068,6.558415876
5069,7.742255046
5070,8.847412109
5071,9.891478097
5072,10.91761428
5073,11.98950841
5074,13.14824945
5075,14.37188918
5076,15.60722203
5077,16.8146042
5078,18.00538103
5079,19.2512357
5080,20.58577172
5081,21.91291597
5082,23.08472866
5083,24.03845907
5084,24.83774089
5085,25.62356184
5086,26.52014212
5087,27.55911389
5088,28.67132574
5089,29.72135992
5090,30.57367612
5091,31.18384086
5092,31.64505307
5093,32.12825137
5094,32.74765852
5095,33.49263916
5096,34.30093454
5097,35.13677874
5098,35.98136079
5099,36.81688064
5100,37.63027565
5101,38.41209077
5102,39.16473168
5103,39.90177095
5104,40.63370879
5105,41.36129482
5106,42.06238258
5107,42.68839042
5108,43.19740763
5109,43.5903965
5110,43.91430966
5111,44.21842977
5112,44.49546956
5113,44.69424351
5114,44.79311692
5115,44.82411836
5116,44.83486363
5117,44.84988502
5118,44.8581976
5119,44.83808919
5120,44.79394043
5121,44.75394165
5122,44.73601004
5123,44.72803263
5124,44.70059913
5125,44.63584281
5126,44.54293039
5127,44.44904669
5128,44.37938174
5129,44.3377828
5130,44.29909226
5131,44.23052833
5132,44.12409017
5133,43.99686965
5134,43.8669912
5135,43.74030407
5136,43.61682989
5137,43.51324969
5138,43.4650086
5139,43.48236357
5140,43.52761515
5141,43.55706328
5142,43.55867966
5143,43.54442051
5144,43.5342681
5145,43.54469622
5146,43.57651937
5147,43.62063389
5148,43.667082
5149,43.70247128
5150,43.73224377
5151,43.775005
5152,43.73841919
5153,43.31994658
5154,42.12592616
5155,39.91618327
5156,36.7608063
5157,32.9966179
5158,29.00480207
5159,25.0097715
5160,21.07590768
5161,17.2130621
5162,13.44646624
5163,9.870674119
5164,6.693343506
5165,4.177649681
5166,2.492860805
5167,1.613112909
5168,1.358233991
5169,1.537418504
5170,2.057208019
5171,2.879973377
5172,3.910908261
5173,5.003400937
5174,6.067708682
5175,7.108145461
5176,8.174646229
5177,9.30328683
5178,10.48365537
5179,11.7078393
5180,13.01678345
5181,14.42303147
5182,15.85073039
5183,17.21161511
5184,18.48877575
5185,19.7327996
5186,20.98216634
5187,22.18114764
5188,23.22251064
5189,24.07774065
5190,24.83727417
5191,25.63315924
5192,26.54857573
5193,27.58840524
5194,28.71205072
5195,29.86947452
5196,30.99365699
5197,31.98189912
5198,32.74153535
5199,33.27276751
5200,33.67138399
5201,34.0552746
5202,34.49263567
5203,34.95393979
5204,35.33312901
5205,35.53445638
5206,35.51134766
5207,35.22948574
5208,34.63927083
5209,33.69297363
5210,32.37509702
5211,30.73521194
5212,28.92643171
5213,27.18648211
5214,25.71613008
5215,24.55936582
5216,23.59471354
5217,22.61034029
5218,21.41415568
5219,19.94355137
5220,18.2898198
5221,16.6098098
5222,15.00875041
